Employee_ID,Attrition_rate
EID_22713,0.22011535135990556
EID_9658,0.18792461926893578
EID_22203,0.18342561550641867
EID_7652,0.23133545824659885
EID_6516,0.19760451057597128
EID_20283,0.1590671268819358
EID_21014,0.21097947398387262
EID_7693,0.19680736040826707
EID_13232,0.20010853633458758
EID_6515,0.23653190366038246
EID_13639,0.1914926358909187
EID_14669,0.15997140163735224
EID_16537,0.17498573463967992
EID_5782,0.15887848856477638
EID_20157,0.19441869106375353
EID_1855,0.15171457469296956
EID_20748,0.1974164779630635
EID_23179,0.16782039563887519
EID_12838,0.15709920282583545
EID_21656,0.16724161127370896
EID_8844,0.16158451445916866
EID_1536,0.2080265869946215
EID_8822,0.1794925611097843
EID_11398,0.18797589167950868
EID_12965,0.19025771987136997
EID_5204,0.19052428668520094
EID_10030,0.2071673907001652
EID_13227,0.1595276507889778
EID_20607,0.18638108819563426
EID_14070,0.18143441320859488
EID_3755,0.1768238376140413
EID_5459,0.20247677572439182
EID_7697,0.19842891720230904
EID_3935,0.19447731716071592
EID_19046,0.16966046610577667
EID_4040,0.16505834899094118
EID_17730,0.15611270900102836
EID_4995,0.1625053985235545
EID_24653,0.17572684364681845
EID_6978,0.15263887946523313
EID_13775,0.16915041961366084
EID_14608,0.1878511060890944
EID_3148,0.2180257061379458
EID_24868,0.20676598527441126
EID_5521,0.151124821931083
EID_21155,0.17537909138986474
EID_3840,0.18188393052722174
EID_10646,0.16588052170485146
EID_6711,0.18859564138655538
EID_16247,0.18138717416218975
EID_16789,0.19627804117351366
EID_17967,0.16055648311891502
EID_13270,0.19897432502168133
EID_18462,0.15939501484061336
EID_22248,0.17655685854265546
EID_22693,0.19331642081713196
EID_25662,0.19294011691220392
EID_23346,0.20846124027570567
EID_4437,0.20496217356070234
EID_18108,0.1461467259561987
EID_7000,0.18129394000904742
EID_22770,0.19255161739981896
EID_7816,0.15975256435259222
EID_19615,0.19891259595779753
EID_23807,0.20148496559785134
EID_16764,0.18159377115177422
EID_16818,0.20355192605227357
EID_22712,0.17415718975079653
EID_18198,0.19019880303187098
EID_11154,0.17872720641298923
EID_22137,0.17808140188350263
EID_11655,0.18149058298491938
EID_18514,0.20298227635436705
EID_24742,0.19451216725623277
EID_16019,0.17833004253511842
EID_7357,0.1969409929543955
EID_20106,0.16588322788083631
EID_13284,0.18475347296777744
EID_5451,0.16902093999132417
EID_19728,0.1763541373175187
EID_9178,0.17256216365076327
EID_13177,0.16700421927591957
EID_14300,0.1793134648524033
EID_4379,0.1534344590633665
EID_11285,0.17113387755243903
EID_14882,0.1854208878056397
EID_9969,0.18663413722765854
EID_23643,0.16370192412480689
EID_5935,0.19717565222369104
EID_7741,0.20090151745769136
EID_6176,0.19013560977376942
EID_5418,0.20105634787063054
EID_20626,0.22953184886598488
EID_1725,0.19752029092373413
EID_14317,0.20319667242609474
EID_12120,0.1852919886488701
EID_20264,0.14493373847070568
EID_16691,0.15400463294424427
EID_1093,0.1667601691232794
EID_2565,0.18055410626226187
EID_11463,0.195468726041775
EID_12005,0.16855991673416848
EID_10326,0.1746415112283184
EID_12582,0.1951749203277845
EID_18228,0.17570270654679154
EID_11670,0.21469996531055446
EID_24257,0.155039244944
EID_7024,0.16887968532202957
EID_10382,0.20628525119249663
EID_20210,0.20226550044283487
EID_10294,0.15747419530530138
EID_19941,0.19554226901299188
EID_25572,0.18978919344100897
EID_7758,0.1858546288081354
EID_22718,0.16530932320932756
EID_1078,0.16764156985884626
EID_8227,0.19057029099170775
EID_1702,0.19554608417674313
EID_3532,0.17805032775854124
EID_22452,0.1597275884718946
EID_3019,0.20378299462673666
EID_22264,0.18919611659933944
EID_9866,0.16996449951120485
EID_3520,0.17691185629138761
EID_21098,0.1883868342095686
EID_1186,0.16240840506790355
EID_12355,0.1581114096779852
EID_11020,0.17246975581028412
EID_19193,0.14027542390497283
EID_17787,0.1836838987160173
EID_13719,0.20355153087342426
EID_24449,0.19332761503660023
EID_12957,0.15654366855573132
EID_24794,0.1891211708593732
EID_2866,0.17143490734475653
EID_10563,0.20814950002233368
EID_22492,0.18470086929942242
EID_4106,0.20309805654179913
EID_6648,0.19492126375328833
EID_7209,0.17818668481543298
EID_9692,0.17052045095713464
EID_22763,0.17229973726082426
EID_12622,0.181536664656481
EID_9831,0.16402232728858013
EID_5731,0.17095078391171836
EID_1114,0.15384298669973306
EID_25017,0.1985613262913024
EID_22956,0.15361067595824485
EID_5549,0.19208104821968475
EID_12022,0.1655621208019128
EID_8034,0.15516919473690216
EID_20644,0.16597722693881956
EID_20125,0.17575265392217942
EID_21957,0.16992226562530088
EID_8870,0.15866183409342538
EID_2305,0.16847034598363397
EID_3977,0.1889492509469185
EID_14845,0.16870778901936578
EID_6629,0.16952105653430838
EID_14577,0.1575880467972982
EID_24509,0.15673333763898012
EID_1530,0.1772629678498956
EID_21524,0.22982940927295648
EID_6647,0.1630709904903085
EID_19730,0.17558183525430404
EID_4424,0.1718951985691134
EID_7964,0.16023934434802467
EID_6289,0.18831058794151245
EID_2899,0.16799948484863592
EID_2827,0.1601270091539282
EID_8801,0.16742098959528784
EID_20454,0.20544305805163776
EID_18988,0.2113159637076999
EID_8405,0.21249264760643427
EID_14497,0.18139323266281204
EID_11769,0.18991865778310169
EID_21353,0.17409045509841292
EID_2221,0.21293342171104124
EID_13218,0.165933803914052
EID_4576,0.19801421419777665
EID_17470,0.1717731989081026
EID_14817,0.18675193121378053
EID_21845,0.2091814189419564
EID_21987,0.17666007915588622
EID_1168,0.16783563978201987
EID_14315,0.18600335707128235
EID_5043,0.20682892867690028
EID_1967,0.19676878416754995
EID_22274,0.18406350211068034
EID_11091,0.17386561277418622
EID_18421,0.1567909321804125
EID_8316,0.163260329015272
EID_13308,0.20102731861990752
EID_19481,0.16934941979767637
EID_17732,0.17945639815146353
EID_4504,0.16144576300675162
EID_2539,0.1927213723866954
EID_19529,0.17697060771705542
EID_2279,0.18572559683242906
EID_14508,0.1953039945915509
EID_12241,0.19154426996982965
EID_11530,0.18216704658917182
EID_20147,0.1548818288521593
EID_6154,0.21054834889577612
EID_3523,0.1793577896693015
EID_20453,0.20900110437325736
EID_11929,0.19062624545955897
EID_12840,0.14836183964520577
EID_22320,0.21104169510192838
EID_25383,0.18809844995171343
EID_10731,0.2039841883022797
EID_1017,0.1608962784298893
EID_1819,0.22381424774958103
EID_22849,0.18937221434871365
EID_12290,0.1937539908049435
EID_24238,0.18156814323731574
EID_3105,0.20029965241248826
EID_14242,0.17231705664481523
EID_16569,0.2009616959120536
EID_8094,0.1995231817872447
EID_7824,0.18251827131389342
EID_8978,0.14408184817458314
EID_25314,0.18040667632896268
EID_17810,0.17154392036007737
EID_14856,0.1359415837564979
EID_22144,0.18711105588818455
EID_23603,0.15090883655656218
EID_7211,0.15773839331075834
EID_19340,0.195257978799952
EID_1501,0.18205351862646435
EID_22111,0.1686614326496888
EID_16147,0.16470103369888767
EID_16746,0.17279932932501574
EID_20777,0.19630534819096612
EID_12999,0.1770008319853028
EID_21663,0.1630240555239063
EID_11862,0.18607556933380365
EID_17683,0.19561686326397287
EID_19819,0.1800826433466779
EID_21562,0.18938216316960887
EID_24390,0.15915336744651276
EID_14444,0.18046982221206054
EID_3261,0.14796400770749374
EID_7752,0.15511796977259895
EID_3033,0.20293868927012793
EID_22433,0.14240951798243728
EID_23727,0.1667375984770456
EID_24107,0.16173327673700355
EID_22537,0.18846346695973315
EID_13645,0.214340826358136
EID_16021,0.18150419675527463
EID_19800,0.1800440278082429
EID_1944,0.18154632631485645
EID_15868,0.16239630104163727
EID_22188,0.17696634210445172
EID_13833,0.1917042780985483
EID_15028,0.20000920465333982
EID_24861,0.19263387983522284
EID_13033,0.20147820036629782
EID_23673,0.16970632731868718
EID_13265,0.16445833914748076
EID_23411,0.20233467915687176
EID_3761,0.15634882979695874
EID_7299,0.18189778124636358
EID_2379,0.18325821586225943
EID_18863,0.21297300958155196
EID_12115,0.15669387250312616
EID_23879,0.1838967089598651
EID_16586,0.16898489479783452
EID_19003,0.19079395522212106
EID_11107,0.19710023462813708
EID_15416,0.1768918131847924
EID_19214,0.18524135308178913
EID_5135,0.19571355187657635
EID_22464,0.21963591410412764
EID_22759,0.18182897595886294
EID_17833,0.18060492823026653
EID_17627,0.17542435780252985
EID_25730,0.19031431483699124
EID_2377,0.18435568260365165
EID_18085,0.16151805469285618
EID_14096,0.18877895453293492
EID_8384,0.21115869552394562
EID_17105,0.1549883791806339
EID_9929,0.18965235158185956
EID_13267,0.17923916380574723
EID_12954,0.1839630899103013
EID_4464,0.17926153008391987
EID_11464,0.16720594038371717
EID_19308,0.1761385479102725
EID_17530,0.15670606262482223
EID_6981,0.15539487245241035
EID_19951,0.16451143509383004
EID_1100,0.219831937486752
EID_25145,0.21388140508696274
EID_15614,0.18301421372298599
EID_2961,0.17811089805128066
EID_1742,0.20659992218790435
EID_2843,0.19221245312631952
EID_9549,0.17536695117000312
EID_12832,0.18430687780312371
EID_17914,0.1960872140357618
EID_22832,0.16986639115138147
EID_5755,0.19886452404413446
EID_1141,0.1567740653970785
EID_18954,0.1812672936101376
EID_10824,0.16860876145856418
EID_24478,0.16313662392628403
EID_14916,0.16824132119854518
EID_4434,0.15052321925745327
EID_23650,0.20061802059412692
EID_16556,0.16156602431143907
EID_24656,0.1614208974772342
EID_25965,0.17755669543552743
EID_9279,0.18789712585851814
EID_13802,0.17519065493691632
EID_2748,0.20652371905748024
EID_17346,0.18705618127689316
EID_1171,0.15160184764489149
EID_1552,0.17035691604677428
EID_20674,0.16282610467570047
EID_2475,0.19808254127069314
EID_16714,0.1607846619062394
EID_7857,0.19752127969003808
EID_3294,0.20358313052688737
EID_2280,0.17400020899137392
EID_10203,0.17635253685364538
EID_22162,0.1892587066836674
EID_10438,0.18673322104578038
EID_12898,0.19271014929393304
EID_4358,0.16896070266695917
EID_6179,0.19528680239162466
EID_2538,0.18403976544474032
EID_13110,0.15589715024644968
EID_24585,0.20304956578102873
EID_1006,0.1889999186540262
EID_11632,0.18647800893595945
EID_21011,0.17617534425387682
EID_16869,0.20498568592576183
EID_20564,0.1748900034631663
EID_12996,0.1865037445500548
EID_1503,0.15201455836338806
EID_23053,0.18073631704437187
EID_22049,0.17576084721194762
EID_4346,0.238017666280103
EID_1887,0.1662270374528556
EID_16849,0.1832773381437628
EID_10071,0.1714831009065655
EID_11265,0.19677073984205629
EID_12611,0.1973106141646076
EID_25542,0.16805299726814504
EID_11582,0.19279362091025065
EID_19550,0.18812488019428708
EID_5351,0.17932356409986672
EID_3305,0.1862329502056227
EID_18846,0.19942160935715258
EID_24764,0.1717886291095707
EID_2191,0.1963694801860505
EID_6314,0.15645277705299176
EID_23248,0.16506596574148602
EID_4570,0.19378532833712092
EID_16415,0.1384548641992266
EID_11002,0.1822802853983313
EID_20498,0.18632867041185475
EID_7846,0.21091341836411703
EID_24121,0.16552994344369232
EID_7536,0.18138308233590672
EID_2015,0.1930201542605121
EID_7934,0.18174874592617352
EID_20903,0.21130915745475076
EID_17535,0.175069051014342
EID_19760,0.16566776250311255
EID_9550,0.17841307252876493
EID_4261,0.1341967958732304
EID_19753,0.1763712805675134
EID_13542,0.14445009591994418
